physical.condition_raw,merge.figure,physical.condition_main_analysis,physical.condition_sub_analysis,assigned.age,total.N,autism.N,rep.effect,SE,rep.metric,AorR
aBMD,Bone,Bone disease (aBMD)_SMD,,6.36,80,40,-0.73,0.2321,SMD,SMD
aBMD,Bone,Bone disease (aBMD)_SMD,,17.6,18,9,-1.88,0.5893,SMD,SMD
aBMD,Bone,Bone disease (aBMD)_SMD,,17.6,18,9,-0.72,0.4898,SMD,SMD
aBMD,Bone,Bone disease (aBMD)_SMD,,17.6,18,9,-2.35,0.6454,SMD,SMD
aBMD,Bone,Bone disease (aBMD)_SMD,,13.6,34,16,-0.86,0.3622,SMD,SMD
aBMD,Bone,Bone disease (aBMD)_SMD,,13.6,34,16,-0.53,0.3495,SMD,SMD
aBMD,Bone,Bone disease (aBMD)_SMD,,13.6,34,16,-0.74,0.3571,SMD,SMD
aBMD,Bone,Bone disease (aBMD)_SMD,,13.6,34,16,-0.55,0.3495,SMD,SMD
aBMD,Bone,Bone disease (aBMD)_SMD,,10.9,49,25,-0.97,0.3036,SMD,SMD
aBMD,Bone,Bone disease (aBMD)_SMD,,10.9,49,25,-0.74,0.2959,SMD,SMD
aBMD,Bone,Bone disease (aBMD)_SMD,,10.9,36,18,-0.8,0.3495,SMD,SMD
aBMD,Bone,Bone disease (aBMD)_SMD,,10.9,49,25,-0.63,0.2934,SMD,SMD
Allergic conjunctivitis,Allergy,Allergic disease_frequency,,13.22,,578,0.2301,0.01751,frequency,frequency
Allergic conjunctivitis,Allergy,Allergic disease_ratio,,13.22,25688,578,0.811,0.0998,OR,ratio
Allergic conjunctivitis/rhinitis,Allergy,Allergic disease_frequency,,4.8,,107,0.215,0.03971,frequency,frequency
Allergic conjunctivitis/rhinitis,Allergy,Allergic disease_frequency,,7.6,,26,0.2692,0.08699,frequency,frequency
Allergic conjunctivitis/rhinitis,Allergy,Allergic disease_ratio,,4.8,150,107,1.198,0.4571,OR,ratio
Allergic conjunctivitis/rhinitis,Allergy,Allergic disease_ratio,,7.6,69,26,1.612,0.5908,OR,ratio
Allergic disease,Allergy,Allergic disease_frequency,,3.5,,220,0.4864,0.0337,frequency,frequency
Allergic disease,Allergy,Allergic disease_frequency,,8.4,,50,0.52,0.07065,frequency,frequency
Allergic disease,Allergy,Allergic disease_frequency,,8.12,,42,0.5238,0.07706,frequency,frequency
Allergic disease,Allergy,Allergic disease_ratio,,3.5,16610,220,2.48,0.5341,OR,ratio
Allergic disease,Allergy,Allergic disease_ratio,,8.4,100,50,9.75,0.5499,OR,ratio
Allergic rhinitis,Allergy,Allergic disease_frequency,,17.51,,1598,0.3805,0.01215,frequency,frequency
Allergic rhinitis,Allergy,Allergic disease_frequency,,13.22,,578,0.4619,0.02074,frequency,frequency
Allergic rhinitis,Allergy,Allergic disease_frequency,,13.3,,15,0.7333,0.11418,frequency,frequency
Allergic rhinitis,Allergy,Allergic disease_frequency,,8.4,,50,0.154,0.05105,frequency,frequency
Allergic rhinitis,Allergy,Allergic disease_frequency,,12.15,,5565,0.1596,0.00491,frequency,frequency
Allergic rhinitis,Allergy,Allergic disease_ratio,,17.51,7990,1598,1.7,0.0599,OR,ratio
Allergic rhinitis,Allergy,Allergic disease_ratio,,13.22,25688,578,1.353,0.0844,OR,ratio
Allergies,Allergy,Allergic disease_frequency,,9.2,,728,0.4,0.01816,frequency,frequency
Allergies,Allergy,Allergic disease_frequency,,9,,2623,0.34,0.00925,frequency,frequency
Allergy,Allergy,Allergic disease_frequency,,6.9,,20,0.2,0.08944,frequency,frequency
Allergy,Allergy,Allergic disease_frequency,,23.5,,116,0.397,0.04543,frequency,frequency
Allergy,Allergy,Allergic disease_frequency,,34.5,,67,0.328,0.05736,frequency,frequency
Allergy,Allergy,Allergic disease_frequency,,48,,72,0.292,0.05358,frequency,frequency
Allergy,Allergy,Allergic disease_ratio,,13.22,25688,578,1.24,0.09,OR,ratio
Allergy,Allergy,Allergic disease_ratio,,6.9,40,20,0.4642857,0.3387,OR,ratio
Any allergies,Allergy,Allergic disease_ratio,,8.5,"33,390",5565,1.16,0.0633,OR,ratio
Any allergies,Allergy,Allergic disease_ratio,,15,"33,390",5565,1.21,0.0588,OR,ratio
Any allergies,Allergy,Allergic disease_ratio,,5,"33,390",5565,1.2,0.1182,OR,ratio
Any allergies,Allergy,Allergic disease_ratio,,22.5,"33,390",5565,1.52,0.1103,OR,ratio
Any allergy,Allergy,Allergic disease_frequency,,12.15,,5565,0.2063,0.00542,frequency,frequency
any incontinence,Neuropsy,Elimination disorder_frequency,,19.5,,94,0.3085,0.04764,frequency,frequency
any incontinence,Neuropsy,Elimination disorder_frequency,,6.8,,54,0.5741,0.06729,frequency,frequency
any incontinence,Neuropsy,Elimination disorder_frequency,,11.3,,40,0.4,0.07746,frequency,frequency
any incontinence,Neuropsy,Elimination disorder_frequency,,2.5,,37,0.0541,0.03717,frequency,frequency
any incontinence,Neuropsy,Elimination disorder_frequency,,5,,48,0.1458,0.05094,frequency,frequency
any incontinence,Neuropsy,Elimination disorder_frequency,,7.5,,36,0.1111,0.05238,frequency,frequency
any incontinence,Neuropsy,Elimination disorder_frequency,,11,,20,0,0.0001,frequency,frequency
Any sleep disorder,Sleep,Sleep_sleep problem_frequency,,7.19,,48762,0.307,0.00209,frequency,frequency
Asthma,Allergy,Asthma_frequency,,17.51,,1598,0.2328,0.01057,frequency,frequency
Asthma,Allergy,Asthma_frequency,,3.5,,220,0.1182,0.02176,frequency,frequency
Asthma,Allergy,Asthma_frequency,,4.8,,107,0.1402,0.03356,frequency,frequency
Asthma,Allergy,Asthma_frequency,,7.6,,26,0.1538,0.07076,frequency,frequency
Asthma,Allergy,Asthma_frequency,,13.22,,578,0.2526,0.01807,frequency,frequency
Asthma,Allergy,Asthma_frequency,,13.3,,15,0.1333,0.08777,frequency,frequency
Asthma,Allergy,Asthma_frequency,,6.9,,20,0.1,0.06708,frequency,frequency
Asthma,Allergy,Asthma_frequency,,8.4,,50,0.577,0.06987,frequency,frequency
Asthma,Allergy,Asthma_frequency,,8.12,,42,0.2143,0.06331,frequency,frequency
asthma,Allergy,Asthma_frequency,,10,,375,0.216,0.02125,frequency,frequency
Asthma,Allergy,Asthma_frequency,,3,,482,0.11,0.01425,frequency,frequency
Asthma,Allergy,Asthma_frequency,,4,,478,0.113,0.01448,frequency,frequency
Asthma,Allergy,Asthma_frequency,,5,,432,0.1343,0.0164,frequency,frequency
Asthma,Allergy,Asthma_frequency,,12.15,,5565,0.1366,0.0046,frequency,frequency
Asthma,Allergy,Asthma_frequency,,23.5,,116,0.172,0.03504,frequency,frequency
Asthma,Allergy,Asthma_frequency,,34.5,,67,0.119,0.03956,frequency,frequency
Asthma,Allergy,Asthma_frequency,,48,,72,0.056,0.0271,frequency,frequency
Asthma,Allergy,Asthma_frequency,,10.5,,91,0.231,0.04418,frequency,frequency
Asthma,Allergy,Asthma_frequency,,7,,3911,0.2477,0.0069,frequency,frequency
Asthma,Allergy,Asthma_frequency,,3.5,,663,0.1309,0.0131,frequency,frequency
Asthma,Allergy,Asthma_frequency,,3.4,,464,0.075,0.01223,frequency,frequency
Asthma,Allergy,Asthma_frequency,,9.2,,728,0.155,0.01341,frequency,frequency
Asthma,Allergy,Asthma_ratio,,17.51,7990,1598,1.74,0.0704,OR,ratio
Asthma,Allergy,Asthma_ratio,,3.5,16610,220,0.69,0.5174,OR,ratio
Asthma,Allergy,Asthma_ratio,,4.8,150,107,0.713,0.4807,OR,ratio
Asthma,Allergy,Asthma_ratio,,7.6,69,26,0.795,0.6701,OR,ratio
Asthma,Allergy,Asthma_ratio,,13.22,25688,578,1.293,0.097,OR,ratio
Asthma,Allergy,Asthma_ratio,,6.9,40,20,1,1.0541,OR,ratio
Asthma,Allergy,Asthma_ratio,,15,"33,390",5565,0.78,0.0649,OR,ratio
Asthma,Allergy,Asthma_ratio,,8.5,"33,390",5565,0.85,0.0717,OR,ratio
Asthma,Allergy,Asthma_ratio,,22.5,"33,390",5565,0.85,0.1319,OR,ratio
Asthma,Allergy,Asthma_ratio,,5,"33,390",5565,0.96,0.1503,OR,ratio
Asthma,Allergy,Asthma_ratio,,3.57,114,45,4.65,0.574,OR,ratio
Asthma,Allergy,Asthma_ratio,,3,69,30,0.04,2.266,OR,ratio
Asthma,Allergy,Asthma_ratio,,7.9,176,43,0.73,0.4671,OR,ratio
Asthma,Allergy,Asthma_ratio,,10.5,77957,1412,1.19,0.0728,OR,ratio
Asthma,Allergy,Asthma_ratio,,3.5,169,86,0.86,0.2103,OR,ratio
Asthma,Allergy,Asthma_ratio,,12.5,45,30,0.31,0.8439,OR,ratio
Asthma,Allergy,Asthma_ratio,,11.7,288,96,1.12,0.5751,OR,ratio
Asthma,Allergy,Asthma_ratio,,10.5,36150,375,1.6,0.1464,OR,ratio
Asthma,Allergy,Asthma_ratio,,10.5,22119,91,1.9,0.2559,OR,ratio
Asthma,Allergy,Asthma_ratio,,7,38662,3911,0.94,0.041,OR,ratio
Asthma,Allergy,Asthma_ratio,,3.5,1578,663,0.98,0.175,OR,ratio
Asthma,Allergy,Asthma_ratio,,3.4,1376,464,0.44,0.2301,OR,ratio
Atopic eczema,Allergy,Atopic eczema_frequency,,17.51,,1598,0.1777,0.00956,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,3.5,,220,0.2727,0.03003,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,4.8,,107,0.0561,0.02224,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,7.6,,26,0.0385,0.03771,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,6.9,,20,0.15,0.07984,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,8.4,,50,0.5,0.07071,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,8.12,,42,0.1429,0.05399,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,3,,483,0.6522,0.02167,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,4,,475,0.6737,0.02151,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,5,,435,0.5954,0.02353,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,3.56,,45,0.3333,0.07027,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,7.44,,59,0.1017,0.03935,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,7,,3911,0.2109,0.00652,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,5.4,,73,0.0411,0.02323,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,6.4,,133,0.0526,0.01936,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,10.53,,72,0.3611,0.05661,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,7,,72,0.25,0.05103,frequency,frequency
Atopic eczema,Allergy,Atopic eczema_frequency,,12.95,,1036,0.1757,0.01182,frequency,frequency
